<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;25.09.2018;13:57:00;115210.0000000;115290.0000000;115200.0000000;115230.0000000;450
SPFB.RTS-12.18;1;25.09.2018;13:58:00;115240.0000000;115240.0000000;115200.0000000;115210.0000000;278
SPFB.RTS-12.18;1;25.09.2018;13:59:00;115210.0000000;115280.0000000;115200.0000000;115280.0000000;424
SPFB.RTS-12.18;1;25.09.2018;14:00:00;115280.0000000;115370.0000000;115270.0000000;115310.0000000;1213
SPFB.RTS-12.18;1;25.09.2018;14:06:00;115310.0000000;115340.0000000;115160.0000000;115170.0000000;1330
SPFB.RTS-12.18;1;25.09.2018;14:07:00;115180.0000000;115190.0000000;115150.0000000;115180.0000000;636
SPFB.RTS-12.18;1;25.09.2018;14:08:00;115180.0000000;115240.0000000;115170.0000000;115240.0000000;413
SPFB.RTS-12.18;1;25.09.2018;14:09:00;115230.0000000;115270.0000000;115220.0000000;115230.0000000;328
SPFB.RTS-12.18;1;25.09.2018;14:10:00;115220.0000000;115230.0000000;115200.0000000;115210.0000000;188
SPFB.RTS-12.18;1;25.09.2018;14:11:00;115220.0000000;115240.0000000;115170.0000000;115170.0000000;180
SPFB.RTS-12.18;1;25.09.2018;14:12:00;115170.0000000;115180.0000000;115080.0000000;115140.0000000;899
SPFB.RTS-12.18;1;25.09.2018;14:13:00;115130.0000000;115180.0000000;115130.0000000;115150.0000000;138
SPFB.RTS-12.18;1;25.09.2018;14:14:00;115150.0000000;115180.0000000;115140.0000000;115140.0000000;93
SPFB.RTS-12.18;1;25.09.2018;14:15:00;115150.0000000;115170.0000000;115120.0000000;115130.0000000;173
SPFB.RTS-12.18;1;25.09.2018;14:16:00;115140.0000000;115160.0000000;115100.0000000;115100.0000000;234
SPFB.RTS-12.18;1;25.09.2018;14:17:00;115100.0000000;115110.0000000;115050.0000000;115060.0000000;455
SPFB.RTS-12.18;1;25.09.2018;14:18:00;115070.0000000;115120.0000000;115050.0000000;115120.0000000;222
SPFB.RTS-12.18;1;25.09.2018;14:19:00;115120.0000000;115150.0000000;115090.0000000;115150.0000000;286
SPFB.RTS-12.18;1;25.09.2018;14:20:00;115150.0000000;115150.0000000;115080.0000000;115120.0000000;342
SPFB.RTS-12.18;1;25.09.2018;14:21:00;115120.0000000;115160.0000000;115100.0000000;115150.0000000;175
SPFB.RTS-12.18;1;25.09.2018;14:22:00;115150.0000000;115320.0000000;115150.0000000;115280.0000000;957
SPFB.RTS-12.18;1;25.09.2018;14:23:00;115300.0000000;115440.0000000;115260.0000000;115400.0000000;1974
SPFB.RTS-12.18;1;25.09.2018;14:24:00;115400.0000000;115450.0000000;115380.0000000;115390.0000000;1143
SPFB.RTS-12.18;1;25.09.2018;14:25:00;115400.0000000;115440.0000000;115370.0000000;115370.0000000;526
SPFB.RTS-12.18;1;25.09.2018;14:26:00;115370.0000000;115390.0000000;115360.0000000;115380.0000000;228
SPFB.RTS-12.18;1;25.09.2018;14:27:00;115380.0000000;115450.0000000;115360.0000000;115420.0000000;521
SPFB.RTS-12.18;1;25.09.2018;14:28:00;115420.0000000;115450.0000000;115400.0000000;115410.0000000;559
SPFB.RTS-12.18;1;25.09.2018;14:29:00;115420.0000000;115480.0000000;115400.0000000;115410.0000000;634
SPFB.RTS-12.18;1;25.09.2018;14:30:00;115410.0000000;115430.0000000;115380.0000000;115410.0000000;439
SPFB.RTS-12.18;1;25.09.2018;14:31:00;115420.0000000;115460.0000000;115390.0000000;115460.0000000;449
SPFB.RTS-12.18;1;25.09.2018;14:32:00;115460.0000000;115490.0000000;115440.0000000;115490.0000000;673
SPFB.RTS-12.18;1;25.09.2018;14:33:00;115490.0000000;115640.0000000;115490.0000000;115600.0000000;3646
SPFB.RTS-12.18;1;25.09.2018;14:34:00;115610.0000000;115670.0000000;115590.0000000;115640.0000000;1140
SPFB.RTS-12.18;1;25.09.2018;14:35:00;115630.0000000;115670.0000000;115580.0000000;115580.0000000;740
SPFB.RTS-12.18;1;25.09.2018;14:36:00;115600.0000000;115630.0000000;115580.0000000;115590.0000000;517
SPFB.RTS-12.18;1;25.09.2018;14:37:00;115600.0000000;115600.0000000;115510.0000000;115520.0000000;653
SPFB.RTS-12.18;1;25.09.2018;14:38:00;115520.0000000;115540.0000000;115480.0000000;115480.0000000;436
SPFB.RTS-12.18;1;25.09.2018;14:39:00;115490.0000000;115550.0000000;115480.0000000;115530.0000000;730
SPFB.RTS-12.18;1;25.09.2018;14:40:00;115530.0000000;115540.0000000;115480.0000000;115480.0000000;261
SPFB.RTS-12.18;1;25.09.2018;14:41:00;115470.0000000;115520.0000000;115460.0000000;115510.0000000;372
SPFB.RTS-12.18;1;25.09.2018;14:42:00;115490.0000000;115500.0000000;115390.0000000;115430.0000000;723
SPFB.RTS-12.18;1;25.09.2018;14:43:00;115440.0000000;115460.0000000;115400.0000000;115420.0000000;306
SPFB.RTS-12.18;1;25.09.2018;14:44:00;115410.0000000;115410.0000000;115370.0000000;115390.0000000;252
SPFB.RTS-12.18;1;25.09.2018;14:45:00;115390.0000000;115450.0000000;115370.0000000;115400.0000000;783
SPFB.RTS-12.18;1;25.09.2018;14:46:00;115410.0000000;115420.0000000;115390.0000000;115420.0000000;248
SPFB.RTS-12.18;1;25.09.2018;14:47:00;115420.0000000;115430.0000000;115350.0000000;115370.0000000;377
SPFB.RTS-12.18;1;25.09.2018;14:48:00;115370.0000000;115400.0000000;115350.0000000;115350.0000000;311
SPFB.RTS-12.18;1;25.09.2018;14:49:00;115350.0000000;115390.0000000;115330.0000000;115340.0000000;373
SPFB.RTS-12.18;1;25.09.2018;14:50:00;115360.0000000;115400.0000000;115330.0000000;115390.0000000;352
SPFB.RTS-12.18;1;25.09.2018;14:51:00;115380.0000000;115400.0000000;115360.0000000;115380.0000000;218
SPFB.RTS-12.18;1;25.09.2018;14:52:00;115380.0000000;115390.0000000;115340.0000000;115380.0000000;228
SPFB.RTS-12.18;1;25.09.2018;14:53:00;115370.0000000;115440.0000000;115370.0000000;115430.0000000;467
SPFB.RTS-12.18;1;25.09.2018;14:54:00;115430.0000000;115430.0000000;115360.0000000;115370.0000000;336
SPFB.RTS-12.18;1;25.09.2018;14:55:00;115360.0000000;115360.0000000;115300.0000000;115350.0000000;634
SPFB.RTS-12.18;1;25.09.2018;14:56:00;115360.0000000;115360.0000000;115300.0000000;115310.0000000;228
SPFB.RTS-12.18;1;25.09.2018;14:57:00;115320.0000000;115350.0000000;115270.0000000;115290.0000000;432
SPFB.RTS-12.18;1;25.09.2018;14:58:00;115300.0000000;115320.0000000;115290.0000000;115310.0000000;114
SPFB.RTS-12.18;1;25.09.2018;14:59:00;115330.0000000;115340.0000000;115280.0000000;115300.0000000;114
SPFB.RTS-12.18;1;25.09.2018;15:00:00;115320.0000000;115350.0000000;115310.0000000;115340.0000000;160
SPFB.RTS-12.18;1;25.09.2018;15:01:00;115340.0000000;115440.0000000;115330.0000000;115430.0000000;622
SPFB.RTS-12.18;1;25.09.2018;15:02:00;115420.0000000;115480.0000000;115390.0000000;115440.0000000;512
SPFB.RTS-12.18;1;25.09.2018;15:03:00;115440.0000000;115450.0000000;115400.0000000;115400.0000000;217
SPFB.RTS-12.18;1;25.09.2018;15:04:00;115430.0000000;115440.0000000;115370.0000000;115420.0000000;172
SPFB.RTS-12.18;1;25.09.2018;15:05:00;115390.0000000;115400.0000000;115350.0000000;115370.0000000;234
SPFB.RTS-12.18;1;25.09.2018;15:06:00;115390.0000000;115440.0000000;115390.0000000;115430.0000000;219
SPFB.RTS-12.18;1;25.09.2018;15:07:00;115430.0000000;115470.0000000;115400.0000000;115430.0000000;271
SPFB.RTS-12.18;1;25.09.2018;15:08:00;115430.0000000;115440.0000000;115410.0000000;115410.0000000;126
SPFB.RTS-12.18;1;25.09.2018;15:09:00;115420.0000000;115450.0000000;115320.0000000;115330.0000000;621
SPFB.RTS-12.18;1;25.09.2018;15:10:00;115330.0000000;115360.0000000;115300.0000000;115340.0000000;272
SPFB.RTS-12.18;1;25.09.2018;15:11:00;115330.0000000;115390.0000000;115330.0000000;115330.0000000;259
SPFB.RTS-12.18;1;25.09.2018;15:12:00;115330.0000000;115340.0000000;115300.0000000;115310.0000000;208
SPFB.RTS-12.18;1;25.09.2018;15:13:00;115310.0000000;115310.0000000;115250.0000000;115270.0000000;435
SPFB.RTS-12.18;1;25.09.2018;15:14:00;115260.0000000;115290.0000000;115260.0000000;115270.0000000;243
SPFB.RTS-12.18;1;25.09.2018;15:15:00;115260.0000000;115320.0000000;115260.0000000;115300.0000000;150
SPFB.RTS-12.18;1;25.09.2018;15:16:00;115320.0000000;115330.0000000;115290.0000000;115300.0000000;208
SPFB.RTS-12.18;1;25.09.2018;15:17:00;115310.0000000;115320.0000000;115240.0000000;115280.0000000;401
SPFB.RTS-12.18;1;25.09.2018;15:18:00;115280.0000000;115290.0000000;115200.0000000;115220.0000000;834
SPFB.RTS-12.18;1;25.09.2018;15:19:00;115230.0000000;115250.0000000;115220.0000000;115230.0000000;260
SPFB.RTS-12.18;1;25.09.2018;15:20:00;115240.0000000;115290.0000000;115230.0000000;115270.0000000;211
SPFB.RTS-12.18;1;25.09.2018;15:21:00;115280.0000000;115350.0000000;115270.0000000;115330.0000000;487
SPFB.RTS-12.18;1;25.09.2018;15:22:00;115330.0000000;115330.0000000;115240.0000000;115240.0000000;414
SPFB.RTS-12.18;1;25.09.2018;15:23:00;115240.0000000;115280.0000000;115230.0000000;115270.0000000;297
SPFB.RTS-12.18;1;25.09.2018;15:24:00;115270.0000000;115290.0000000;115230.0000000;115250.0000000;104
SPFB.RTS-12.18;1;25.09.2018;15:25:00;115240.0000000;115250.0000000;115180.0000000;115220.0000000;565
SPFB.RTS-12.18;1;25.09.2018;15:26:00;115230.0000000;115280.0000000;115220.0000000;115250.0000000;189
SPFB.RTS-12.18;1;25.09.2018;15:27:00;115250.0000000;115270.0000000;115200.0000000;115230.0000000;272
SPFB.RTS-12.18;1;25.09.2018;15:28:00;115250.0000000;115250.0000000;115200.0000000;115200.0000000;117
SPFB.RTS-12.18;1;25.09.2018;15:29:00;115200.0000000;115220.0000000;115170.0000000;115200.0000000;482
SPFB.RTS-12.18;1;25.09.2018;15:30:00;115210.0000000;115240.0000000;115200.0000000;115220.0000000;191
SPFB.RTS-12.18;1;25.09.2018;15:31:00;115220.0000000;115230.0000000;115180.0000000;115200.0000000;459
SPFB.RTS-12.18;1;25.09.2018;15:32:00;115210.0000000;115210.0000000;115180.0000000;115200.0000000;46
SPFB.RTS-12.18;1;25.09.2018;15:33:00;115190.0000000;115240.0000000;115160.0000000;115170.0000000;387
SPFB.RTS-12.18;1;25.09.2018;15:34:00;115170.0000000;115170.0000000;115090.0000000;115100.0000000;724
SPFB.RTS-12.18;1;25.09.2018;15:35:00;115090.0000000;115120.0000000;114980.0000000;115080.0000000;1889
SPFB.RTS-12.18;1;25.09.2018;15:36:00;115060.0000000;115120.0000000;115050.0000000;115060.0000000;583
SPFB.RTS-12.18;1;25.09.2018;15:37:00;115070.0000000;115140.0000000;115030.0000000;115110.0000000;961
SPFB.RTS-12.18;1;25.09.2018;15:38:00;115110.0000000;115110.0000000;115060.0000000;115060.0000000;129
SPFB.RTS-12.18;1;25.09.2018;15:39:00;115060.0000000;115120.0000000;115020.0000000;115080.0000000;455
SPFB.RTS-12.18;1;25.09.2018;15:40:00;115080.0000000;115080.0000000;115040.0000000;115050.0000000;189
SPFB.RTS-12.18;1;25.09.2018;15:41:00;115040.0000000;115060.0000000;115040.0000000;115060.0000000;137
SPFB.RTS-12.18;1;25.09.2018;15:42:00;115060.0000000;115120.0000000;115040.0000000;115120.0000000;430
SPFB.RTS-12.18;1;25.09.2018;15:43:00;115110.0000000;115210.0000000;115110.0000000;115170.0000000;1006
SPFB.RTS-12.18;1;25.09.2018;15:44:00;115170.0000000;115240.0000000;115170.0000000;115180.0000000;449
SPFB.RTS-12.18;1;25.09.2018;15:45:00;115190.0000000;115210.0000000;115160.0000000;115210.0000000;236
SPFB.RTS-12.18;1;25.09.2018;15:46:00;115210.0000000;115210.0000000;115160.0000000;115200.0000000;293
SPFB.RTS-12.18;1;25.09.2018;15:47:00;115200.0000000;115250.0000000;115200.0000000;115230.0000000;345
SPFB.RTS-12.18;1;25.09.2018;15:48:00;115240.0000000;115270.0000000;115230.0000000;115260.0000000;358
SPFB.RTS-12.18;1;25.09.2018;15:49:00;115260.0000000;115270.0000000;115240.0000000;115250.0000000;165
SPFB.RTS-12.18;1;25.09.2018;15:50:00;115240.0000000;115300.0000000;115240.0000000;115270.0000000;429
SPFB.RTS-12.18;1;25.09.2018;15:51:00;115270.0000000;115300.0000000;115270.0000000;115280.0000000;183
SPFB.RTS-12.18;1;25.09.2018;15:52:00;115300.0000000;115320.0000000;115270.0000000;115280.0000000;331
SPFB.RTS-12.18;1;25.09.2018;15:53:00;115280.0000000;115290.0000000;115220.0000000;115270.0000000;449
SPFB.RTS-12.18;1;25.09.2018;15:54:00;115270.0000000;115310.0000000;115260.0000000;115280.0000000;188
SPFB.RTS-12.18;1;25.09.2018;15:55:00;115280.0000000;115280.0000000;115230.0000000;115230.0000000;159
SPFB.RTS-12.18;1;25.09.2018;15:56:00;115240.0000000;115290.0000000;115210.0000000;115270.0000000;207
SPFB.RTS-12.18;1;25.09.2018;15:57:00;115280.0000000;115300.0000000;115270.0000000;115280.0000000;122
SPFB.RTS-12.18;1;25.09.2018;15:58:00;115280.0000000;115300.0000000;115270.0000000;115290.0000000;157
SPFB.RTS-12.18;1;25.09.2018;15:59:00;115300.0000000;115320.0000000;115260.0000000;115260.0000000;339
SPFB.RTS-12.18;1;25.09.2018;16:00:00;115260.0000000;115270.0000000;115230.0000000;115250.0000000;272
SPFB.RTS-12.18;1;25.09.2018;16:01:00;115250.0000000;115290.0000000;115220.0000000;115250.0000000;216
SPFB.RTS-12.18;1;25.09.2018;16:02:00;115250.0000000;115260.0000000;115140.0000000;115220.0000000;755
SPFB.RTS-12.18;1;25.09.2018;16:03:00;115220.0000000;115250.0000000;115190.0000000;115210.0000000;553
SPFB.RTS-12.18;1;25.09.2018;16:04:00;115220.0000000;115220.0000000;115130.0000000;115130.0000000;191
SPFB.RTS-12.18;1;25.09.2018;16:05:00;115120.0000000;115130.0000000;115030.0000000;115090.0000000;758
SPFB.RTS-12.18;1;25.09.2018;16:06:00;115110.0000000;115240.0000000;115050.0000000;115230.0000000;655
SPFB.RTS-12.18;1;25.09.2018;16:07:00;115230.0000000;115230.0000000;115160.0000000;115180.0000000;270
SPFB.RTS-12.18;1;25.09.2018;16:08:00;115180.0000000;115240.0000000;115170.0000000;115240.0000000;121
SPFB.RTS-12.18;1;25.09.2018;16:09:00;115230.0000000;115340.0000000;115230.0000000;115300.0000000;937
SPFB.RTS-12.18;1;25.09.2018;16:10:00;115310.0000000;115310.0000000;115270.0000000;115280.0000000;145
SPFB.RTS-12.18;1;25.09.2018;16:11:00;115280.0000000;115330.0000000;115270.0000000;115310.0000000;190
SPFB.RTS-12.18;1;25.09.2018;16:12:00;115310.0000000;115320.0000000;115290.0000000;115310.0000000;123
SPFB.RTS-12.18;1;25.09.2018;16:13:00;115310.0000000;115330.0000000;115290.0000000;115300.0000000;168
SPFB.RTS-12.18;1;25.09.2018;16:14:00;115300.0000000;115300.0000000;115250.0000000;115250.0000000;422
SPFB.RTS-12.18;1;25.09.2018;16:15:00;115240.0000000;115270.0000000;115230.0000000;115260.0000000;405
SPFB.RTS-12.18;1;25.09.2018;16:16:00;115260.0000000;115270.0000000;115180.0000000;115250.0000000;614
SPFB.RTS-12.18;1;25.09.2018;16:17:00;115250.0000000;115270.0000000;115220.0000000;115270.0000000;142
SPFB.RTS-12.18;1;25.09.2018;16:18:00;115270.0000000;115300.0000000;115260.0000000;115300.0000000;302
SPFB.RTS-12.18;1;25.09.2018;16:19:00;115290.0000000;115310.0000000;115260.0000000;115290.0000000;355
SPFB.RTS-12.18;1;25.09.2018;16:20:00;115290.0000000;115290.0000000;115260.0000000;115280.0000000;172
SPFB.RTS-12.18;1;25.09.2018;16:21:00;115280.0000000;115390.0000000;115280.0000000;115320.0000000;1109
SPFB.RTS-12.18;1;25.09.2018;16:22:00;115310.0000000;115340.0000000;115290.0000000;115310.0000000;222
SPFB.RTS-12.18;1;25.09.2018;16:23:00;115310.0000000;115370.0000000;115310.0000000;115330.0000000;359
SPFB.RTS-12.18;1;25.09.2018;16:24:00;115320.0000000;115330.0000000;115300.0000000;115330.0000000;321
SPFB.RTS-12.18;1;25.09.2018;16:25:00;115320.0000000;115390.0000000;115320.0000000;115350.0000000;626
SPFB.RTS-12.18;1;25.09.2018;16:26:00;115360.0000000;115380.0000000;115310.0000000;115310.0000000;374
SPFB.RTS-12.18;1;25.09.2018;16:27:00;115310.0000000;115330.0000000;115290.0000000;115330.0000000;155
SPFB.RTS-12.18;1;25.09.2018;16:28:00;115310.0000000;115320.0000000;115260.0000000;115260.0000000;238
SPFB.RTS-12.18;1;25.09.2018;16:29:00;115260.0000000;115310.0000000;115250.0000000;115280.0000000;189
SPFB.RTS-12.18;1;25.09.2018;16:30:00;115300.0000000;115300.0000000;115220.0000000;115230.0000000;276
SPFB.RTS-12.18;1;25.09.2018;16:31:00;115240.0000000;115360.0000000;115240.0000000;115330.0000000;874
SPFB.RTS-12.18;1;25.09.2018;16:32:00;115330.0000000;115350.0000000;115270.0000000;115330.0000000;622
SPFB.RTS-12.18;1;25.09.2018;16:33:00;115330.0000000;115430.0000000;115320.0000000;115430.0000000;795
SPFB.RTS-12.18;1;25.09.2018;16:34:00;115430.0000000;115440.0000000;115360.0000000;115400.0000000;586
SPFB.RTS-12.18;1;25.09.2018;16:35:00;115390.0000000;115430.0000000;115360.0000000;115410.0000000;235
SPFB.RTS-12.18;1;25.09.2018;16:36:00;115410.0000000;115420.0000000;115370.0000000;115380.0000000;297
SPFB.RTS-12.18;1;25.09.2018;16:37:00;115390.0000000;115400.0000000;115350.0000000;115370.0000000;238
SPFB.RTS-12.18;1;25.09.2018;16:38:00;115370.0000000;115390.0000000;115340.0000000;115380.0000000;219
SPFB.RTS-12.18;1;25.09.2018;16:39:00;115390.0000000;115480.0000000;115360.0000000;115470.0000000;956
SPFB.RTS-12.18;1;25.09.2018;16:40:00;115470.0000000;115500.0000000;115440.0000000;115490.0000000;923
SPFB.RTS-12.18;1;25.09.2018;16:41:00;115490.0000000;115570.0000000;115400.0000000;115560.0000000;1755
SPFB.RTS-12.18;1;25.09.2018;16:42:00;115560.0000000;115650.0000000;115540.0000000;115650.0000000;2156
SPFB.RTS-12.18;1;25.09.2018;16:43:00;115640.0000000;115650.0000000;115560.0000000;115610.0000000;1508
SPFB.RTS-12.18;1;25.09.2018;16:44:00;115620.0000000;115630.0000000;115560.0000000;115560.0000000;450
SPFB.RTS-12.18;1;25.09.2018;16:45:00;115570.0000000;115570.0000000;115540.0000000;115550.0000000;382
SPFB.RTS-12.18;1;25.09.2018;16:46:00;115560.0000000;115620.0000000;115550.0000000;115600.0000000;426
SPFB.RTS-12.18;1;25.09.2018;16:47:00;115600.0000000;115660.0000000;115580.0000000;115590.0000000;1184
SPFB.RTS-12.18;1;25.09.2018;16:48:00;115600.0000000;115600.0000000;115550.0000000;115560.0000000;644
SPFB.RTS-12.18;1;25.09.2018;16:49:00;115560.0000000;115590.0000000;115550.0000000;115580.0000000;308
SPFB.RTS-12.18;1;25.09.2018;16:50:00;115580.0000000;115600.0000000;115550.0000000;115570.0000000;297
SPFB.RTS-12.18;1;25.09.2018;16:51:00;115580.0000000;115600.0000000;115560.0000000;115580.0000000;232
SPFB.RTS-12.18;1;25.09.2018;16:52:00;115580.0000000;115810.0000000;115580.0000000;115730.0000000;4382
SPFB.RTS-12.18;1;25.09.2018;16:53:00;115740.0000000;115770.0000000;115700.0000000;115720.0000000;712
SPFB.RTS-12.18;1;25.09.2018;16:54:00;115720.0000000;115780.0000000;115700.0000000;115750.0000000;892
SPFB.RTS-12.18;1;25.09.2018;16:55:00;115770.0000000;115780.0000000;115670.0000000;115700.0000000;1085
SPFB.RTS-12.18;1;25.09.2018;16:56:00;115710.0000000;115800.0000000;115690.0000000;115790.0000000;671
SPFB.RTS-12.18;1;25.09.2018;16:57:00;115800.0000000;115810.0000000;115740.0000000;115760.0000000;1691
SPFB.RTS-12.18;1;25.09.2018;16:58:00;115750.0000000;115800.0000000;115690.0000000;115700.0000000;959
SPFB.RTS-12.18;1;25.09.2018;16:59:00;115700.0000000;115740.0000000;115680.0000000;115740.0000000;507
SPFB.RTS-12.18;1;25.09.2018;17:00:00;115730.0000000;115760.0000000;115680.0000000;115690.0000000;817
SPFB.RTS-12.18;1;25.09.2018;17:01:00;115710.0000000;115710.0000000;115620.0000000;115660.0000000;1176
SPFB.RTS-12.18;1;25.09.2018;17:02:00;115680.0000000;115730.0000000;115640.0000000;115700.0000000;868
SPFB.RTS-12.18;1;25.09.2018;17:03:00;115710.0000000;115720.0000000;115670.0000000;115690.0000000;395
SPFB.RTS-12.18;1;25.09.2018;17:04:00;115680.0000000;115700.0000000;115680.0000000;115690.0000000;300
SPFB.RTS-12.18;1;25.09.2018;17:05:00;115680.0000000;115680.0000000;115590.0000000;115600.0000000;1079
SPFB.RTS-12.18;1;25.09.2018;17:06:00;115600.0000000;115650.0000000;115560.0000000;115650.0000000;551
SPFB.RTS-12.18;1;25.09.2018;17:07:00;115650.0000000;115690.0000000;115640.0000000;115670.0000000;226
SPFB.RTS-12.18;1;25.09.2018;17:08:00;115670.0000000;115690.0000000;115660.0000000;115670.0000000;276
SPFB.RTS-12.18;1;25.09.2018;17:09:00;115670.0000000;115720.0000000;115660.0000000;115700.0000000;320
SPFB.RTS-12.18;1;25.09.2018;17:10:00;115720.0000000;115720.0000000;115610.0000000;115620.0000000;581
SPFB.RTS-12.18;1;25.09.2018;17:11:00;115620.0000000;115640.0000000;115560.0000000;115580.0000000;782
SPFB.RTS-12.18;1;25.09.2018;17:12:00;115570.0000000;115590.0000000;115520.0000000;115550.0000000;908
SPFB.RTS-12.18;1;25.09.2018;17:13:00;115560.0000000;115600.0000000;115550.0000000;115590.0000000;257
SPFB.RTS-12.18;1;25.09.2018;17:14:00;115590.0000000;115640.0000000;115590.0000000;115610.0000000;336
SPFB.RTS-12.18;1;25.09.2018;17:15:00;115610.0000000;115680.0000000;115600.0000000;115680.0000000;323
SPFB.RTS-12.18;1;25.09.2018;17:16:00;115680.0000000;115790.0000000;115660.0000000;115770.0000000;1585
SPFB.RTS-12.18;1;25.09.2018;17:17:00;115780.0000000;115800.0000000;115750.0000000;115780.0000000;675
SPFB.RTS-12.18;1;25.09.2018;17:18:00;115770.0000000;115800.0000000;115770.0000000;115800.0000000;376
SPFB.RTS-12.18;1;25.09.2018;17:19:00;115800.0000000;115830.0000000;115710.0000000;115710.0000000;1872
SPFB.RTS-12.18;1;25.09.2018;17:20:00;115710.0000000;115740.0000000;115660.0000000;115670.0000000;712
SPFB.RTS-12.18;1;25.09.2018;17:21:00;115670.0000000;115680.0000000;115560.0000000;115590.0000000;909
SPFB.RTS-12.18;1;25.09.2018;17:22:00;115610.0000000;115650.0000000;115580.0000000;115590.0000000;647
SPFB.RTS-12.18;1;25.09.2018;17:23:00;115600.0000000;115640.0000000;115590.0000000;115620.0000000;180
SPFB.RTS-12.18;1;25.09.2018;17:24:00;115620.0000000;115630.0000000;115580.0000000;115590.0000000;245
SPFB.RTS-12.18;1;25.09.2018;17:25:00;115600.0000000;115650.0000000;115570.0000000;115570.0000000;463
SPFB.RTS-12.18;1;25.09.2018;17:26:00;115580.0000000;115640.0000000;115530.0000000;115610.0000000;1128
