<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;23.10.2018;22:02:00;112290.0000000;112310.0000000;112250.0000000;112260.0000000;156
SPFB.RTS-12.18;1;23.10.2018;22:03:00;112270.0000000;112360.0000000;112270.0000000;112350.0000000;351
SPFB.RTS-12.18;1;23.10.2018;22:04:00;112350.0000000;112380.0000000;112320.0000000;112320.0000000;145
SPFB.RTS-12.18;1;23.10.2018;22:05:00;112320.0000000;112370.0000000;112290.0000000;112310.0000000;455
SPFB.RTS-12.18;1;23.10.2018;22:06:00;112300.0000000;112330.0000000;112260.0000000;112300.0000000;310
SPFB.RTS-12.18;1;23.10.2018;22:07:00;112310.0000000;112320.0000000;112250.0000000;112300.0000000;449
SPFB.RTS-12.18;1;23.10.2018;22:08:00;112300.0000000;112350.0000000;112280.0000000;112330.0000000;502
SPFB.RTS-12.18;1;23.10.2018;22:09:00;112340.0000000;112350.0000000;112280.0000000;112290.0000000;254
SPFB.RTS-12.18;1;23.10.2018;22:10:00;112290.0000000;112310.0000000;112280.0000000;112280.0000000;128
SPFB.RTS-12.18;1;23.10.2018;22:11:00;112270.0000000;112290.0000000;112250.0000000;112250.0000000;235
SPFB.RTS-12.18;1;23.10.2018;22:12:00;112250.0000000;112260.0000000;112210.0000000;112210.0000000;716
SPFB.RTS-12.18;1;23.10.2018;22:13:00;112230.0000000;112250.0000000;112170.0000000;112180.0000000;400
SPFB.RTS-12.18;1;23.10.2018;22:14:00;112190.0000000;112250.0000000;112180.0000000;112250.0000000;255
SPFB.RTS-12.18;1;23.10.2018;22:15:00;112250.0000000;112280.0000000;112210.0000000;112230.0000000;308
SPFB.RTS-12.18;1;23.10.2018;22:16:00;112220.0000000;112320.0000000;112210.0000000;112310.0000000;538
SPFB.RTS-12.18;1;23.10.2018;22:17:00;112300.0000000;112320.0000000;112250.0000000;112260.0000000;127
SPFB.RTS-12.18;1;23.10.2018;22:18:00;112260.0000000;112270.0000000;112200.0000000;112210.0000000;154
SPFB.RTS-12.18;1;23.10.2018;22:19:00;112210.0000000;112220.0000000;112150.0000000;112150.0000000;458
SPFB.RTS-12.18;1;23.10.2018;22:20:00;112160.0000000;112200.0000000;112150.0000000;112180.0000000;214
SPFB.RTS-12.18;1;23.10.2018;22:21:00;112170.0000000;112270.0000000;112170.0000000;112270.0000000;204
SPFB.RTS-12.18;1;23.10.2018;22:22:00;112270.0000000;112300.0000000;112240.0000000;112250.0000000;495
SPFB.RTS-12.18;1;23.10.2018;22:23:00;112270.0000000;112330.0000000;112260.0000000;112270.0000000;423
SPFB.RTS-12.18;1;23.10.2018;22:24:00;112280.0000000;112340.0000000;112280.0000000;112320.0000000;278
SPFB.RTS-12.18;1;23.10.2018;22:25:00;112330.0000000;112340.0000000;112270.0000000;112280.0000000;215
SPFB.RTS-12.18;1;23.10.2018;22:26:00;112270.0000000;112310.0000000;112260.0000000;112290.0000000;142
SPFB.RTS-12.18;1;23.10.2018;22:27:00;112290.0000000;112310.0000000;112240.0000000;112250.0000000;540
SPFB.RTS-12.18;1;23.10.2018;22:28:00;112250.0000000;112250.0000000;112180.0000000;112200.0000000;390
SPFB.RTS-12.18;1;23.10.2018;22:29:00;112210.0000000;112230.0000000;112150.0000000;112170.0000000;436
SPFB.RTS-12.18;1;23.10.2018;22:30:00;112160.0000000;112180.0000000;112140.0000000;112170.0000000;294
SPFB.RTS-12.18;1;23.10.2018;22:31:00;112160.0000000;112200.0000000;112090.0000000;112110.0000000;604
SPFB.RTS-12.18;1;23.10.2018;22:32:00;112110.0000000;112170.0000000;112100.0000000;112140.0000000;483
SPFB.RTS-12.18;1;23.10.2018;22:33:00;112140.0000000;112180.0000000;112120.0000000;112180.0000000;213
SPFB.RTS-12.18;1;23.10.2018;22:34:00;112160.0000000;112190.0000000;112140.0000000;112170.0000000;190
SPFB.RTS-12.18;1;23.10.2018;22:35:00;112180.0000000;112230.0000000;112170.0000000;112180.0000000;670
SPFB.RTS-12.18;1;23.10.2018;22:36:00;112180.0000000;112200.0000000;112120.0000000;112130.0000000;1027
SPFB.RTS-12.18;1;23.10.2018;22:37:00;112130.0000000;112240.0000000;112120.0000000;112230.0000000;844
SPFB.RTS-12.18;1;23.10.2018;22:38:00;112230.0000000;112240.0000000;112140.0000000;112140.0000000;913
SPFB.RTS-12.18;1;23.10.2018;22:39:00;112140.0000000;112150.0000000;112090.0000000;112130.0000000;298
SPFB.RTS-12.18;1;23.10.2018;22:40:00;112120.0000000;112130.0000000;112060.0000000;112090.0000000;478
SPFB.RTS-12.18;1;23.10.2018;22:41:00;112090.0000000;112140.0000000;112080.0000000;112090.0000000;283
SPFB.RTS-12.18;1;23.10.2018;22:42:00;112100.0000000;112120.0000000;112070.0000000;112090.0000000;337
SPFB.RTS-12.18;1;23.10.2018;22:43:00;112090.0000000;112110.0000000;111990.0000000;112010.0000000;951
SPFB.RTS-12.18;1;23.10.2018;22:44:00;112010.0000000;112020.0000000;111960.0000000;112010.0000000;643
SPFB.RTS-12.18;1;23.10.2018;22:45:00;112010.0000000;112040.0000000;111990.0000000;112030.0000000;354
SPFB.RTS-12.18;1;23.10.2018;22:46:00;112020.0000000;112030.0000000;111990.0000000;112030.0000000;485
SPFB.RTS-12.18;1;23.10.2018;22:47:00;112030.0000000;112070.0000000;112010.0000000;112050.0000000;255
SPFB.RTS-12.18;1;23.10.2018;22:48:00;112050.0000000;112060.0000000;112020.0000000;112030.0000000;130
SPFB.RTS-12.18;1;23.10.2018;22:49:00;112030.0000000;112050.0000000;112010.0000000;112040.0000000;249
SPFB.RTS-12.18;1;23.10.2018;22:50:00;112040.0000000;112040.0000000;111990.0000000;111990.0000000;110
SPFB.RTS-12.18;1;23.10.2018;22:51:00;111990.0000000;112030.0000000;111970.0000000;112030.0000000;128
SPFB.RTS-12.18;1;23.10.2018;22:52:00;112030.0000000;112040.0000000;111910.0000000;111940.0000000;714
SPFB.RTS-12.18;1;23.10.2018;22:53:00;111950.0000000;111980.0000000;111940.0000000;111950.0000000;214
SPFB.RTS-12.18;1;23.10.2018;22:54:00;111950.0000000;111980.0000000;111920.0000000;111940.0000000;150
SPFB.RTS-12.18;1;23.10.2018;22:55:00;111940.0000000;111960.0000000;111910.0000000;111930.0000000;193
SPFB.RTS-12.18;1;23.10.2018;22:56:00;111930.0000000;112010.0000000;111920.0000000;111980.0000000;482
SPFB.RTS-12.18;1;23.10.2018;22:57:00;111970.0000000;112000.0000000;111920.0000000;111940.0000000;196
SPFB.RTS-12.18;1;23.10.2018;22:58:00;111940.0000000;111940.0000000;111870.0000000;111910.0000000;627
SPFB.RTS-12.18;1;23.10.2018;22:59:00;111910.0000000;111940.0000000;111860.0000000;111870.0000000;284
SPFB.RTS-12.18;1;23.10.2018;23:00:00;111870.0000000;111920.0000000;111850.0000000;111910.0000000;590
SPFB.RTS-12.18;1;23.10.2018;23:01:00;111890.0000000;111930.0000000;111830.0000000;111900.0000000;947
SPFB.RTS-12.18;1;23.10.2018;23:02:00;111900.0000000;111940.0000000;111880.0000000;111940.0000000;369
SPFB.RTS-12.18;1;23.10.2018;23:03:00;111940.0000000;111950.0000000;111920.0000000;111920.0000000;94
SPFB.RTS-12.18;1;23.10.2018;23:04:00;111920.0000000;111930.0000000;111860.0000000;111890.0000000;286
SPFB.RTS-12.18;1;23.10.2018;23:05:00;111870.0000000;111910.0000000;111860.0000000;111870.0000000;246
SPFB.RTS-12.18;1;23.10.2018;23:06:00;111880.0000000;111920.0000000;111870.0000000;111920.0000000;54
SPFB.RTS-12.18;1;23.10.2018;23:07:00;111920.0000000;111940.0000000;111890.0000000;111940.0000000;75
SPFB.RTS-12.18;1;23.10.2018;23:08:00;111940.0000000;111950.0000000;111910.0000000;111950.0000000;68
SPFB.RTS-12.18;1;23.10.2018;23:09:00;111950.0000000;111950.0000000;111880.0000000;111890.0000000;95
SPFB.RTS-12.18;1;23.10.2018;23:10:00;111900.0000000;111920.0000000;111850.0000000;111850.0000000;99
SPFB.RTS-12.18;1;23.10.2018;23:11:00;111850.0000000;111860.0000000;111820.0000000;111860.0000000;219
SPFB.RTS-12.18;1;23.10.2018;23:12:00;111860.0000000;111900.0000000;111860.0000000;111900.0000000;26
SPFB.RTS-12.18;1;23.10.2018;23:13:00;111880.0000000;111900.0000000;111880.0000000;111890.0000000;31
SPFB.RTS-12.18;1;23.10.2018;23:14:00;111890.0000000;111890.0000000;111870.0000000;111890.0000000;59
SPFB.RTS-12.18;1;23.10.2018;23:15:00;111900.0000000;111940.0000000;111890.0000000;111940.0000000;126
SPFB.RTS-12.18;1;23.10.2018;23:16:00;111930.0000000;111930.0000000;111890.0000000;111890.0000000;60
SPFB.RTS-12.18;1;23.10.2018;23:17:00;111900.0000000;111940.0000000;111900.0000000;111940.0000000;32
SPFB.RTS-12.18;1;23.10.2018;23:18:00;111940.0000000;111960.0000000;111920.0000000;111930.0000000;121
SPFB.RTS-12.18;1;23.10.2018;23:19:00;111920.0000000;111930.0000000;111910.0000000;111910.0000000;30
SPFB.RTS-12.18;1;23.10.2018;23:20:00;111920.0000000;111920.0000000;111910.0000000;111920.0000000;19
SPFB.RTS-12.18;1;23.10.2018;23:21:00;111910.0000000;111920.0000000;111820.0000000;111830.0000000;249
SPFB.RTS-12.18;1;23.10.2018;23:22:00;111830.0000000;111880.0000000;111800.0000000;111880.0000000;261
SPFB.RTS-12.18;1;23.10.2018;23:23:00;111880.0000000;111880.0000000;111840.0000000;111860.0000000;45
SPFB.RTS-12.18;1;23.10.2018;23:24:00;111840.0000000;111890.0000000;111840.0000000;111890.0000000;53
SPFB.RTS-12.18;1;23.10.2018;23:25:00;111880.0000000;111910.0000000;111870.0000000;111910.0000000;100
SPFB.RTS-12.18;1;23.10.2018;23:26:00;111900.0000000;111900.0000000;111880.0000000;111890.0000000;45
SPFB.RTS-12.18;1;23.10.2018;23:27:00;111890.0000000;111900.0000000;111890.0000000;111900.0000000;21
SPFB.RTS-12.18;1;23.10.2018;23:28:00;111900.0000000;111920.0000000;111900.0000000;111920.0000000;81
SPFB.RTS-12.18;1;23.10.2018;23:29:00;111910.0000000;111910.0000000;111900.0000000;111900.0000000;84
SPFB.RTS-12.18;1;23.10.2018;23:30:00;111900.0000000;111900.0000000;111870.0000000;111890.0000000;126
SPFB.RTS-12.18;1;23.10.2018;23:31:00;111880.0000000;111880.0000000;111680.0000000;111780.0000000;1341
SPFB.RTS-12.18;1;23.10.2018;23:32:00;111770.0000000;111800.0000000;111730.0000000;111740.0000000;127
SPFB.RTS-12.18;1;23.10.2018;23:33:00;111760.0000000;111830.0000000;111740.0000000;111770.0000000;207
SPFB.RTS-12.18;1;23.10.2018;23:34:00;111760.0000000;111830.0000000;111750.0000000;111820.0000000;145
SPFB.RTS-12.18;1;23.10.2018;23:35:00;111800.0000000;111840.0000000;111790.0000000;111840.0000000;81
SPFB.RTS-12.18;1;23.10.2018;23:36:00;111850.0000000;111850.0000000;111800.0000000;111830.0000000;66
SPFB.RTS-12.18;1;23.10.2018;23:37:00;111840.0000000;111850.0000000;111830.0000000;111850.0000000;55
SPFB.RTS-12.18;1;23.10.2018;23:38:00;111840.0000000;111880.0000000;111830.0000000;111880.0000000;144
SPFB.RTS-12.18;1;23.10.2018;23:39:00;111860.0000000;111860.0000000;111840.0000000;111860.0000000;52
SPFB.RTS-12.18;1;23.10.2018;23:40:00;111850.0000000;111860.0000000;111830.0000000;111830.0000000;32
SPFB.RTS-12.18;1;23.10.2018;23:41:00;111840.0000000;111840.0000000;111780.0000000;111800.0000000;216
SPFB.RTS-12.18;1;23.10.2018;23:42:00;111810.0000000;111820.0000000;111780.0000000;111800.0000000;110
SPFB.RTS-12.18;1;23.10.2018;23:43:00;111800.0000000;111830.0000000;111750.0000000;111770.0000000;193
SPFB.RTS-12.18;1;23.10.2018;23:44:00;111750.0000000;111840.0000000;111740.0000000;111830.0000000;307
SPFB.RTS-12.18;1;23.10.2018;23:45:00;111830.0000000;111830.0000000;111780.0000000;111780.0000000;85
SPFB.RTS-12.18;1;23.10.2018;23:46:00;111800.0000000;111830.0000000;111790.0000000;111820.0000000;147
SPFB.RTS-12.18;1;23.10.2018;23:47:00;111830.0000000;111850.0000000;111810.0000000;111850.0000000;62
SPFB.RTS-12.18;1;23.10.2018;23:48:00;111850.0000000;111850.0000000;111840.0000000;111850.0000000;61
SPFB.RTS-12.18;1;23.10.2018;23:49:00;111860.0000000;112040.0000000;111860.0000000;111990.0000000;626
SPFB.RTS-12.18;1;23.10.2018;23:50:00;111980.0000000;112000.0000000;111910.0000000;111910.0000000;490
SPFB.RTS-12.18;1;23.11.2018;10:01:00;113450.0000000;113450.0000000;112880.0000000;112890.0000000;5411
SPFB.RTS-12.18;1;23.11.2018;10:02:00;112880.0000000;112890.0000000;112670.0000000;112700.0000000;4109
SPFB.RTS-12.18;1;23.11.2018;10:03:00;112690.0000000;112790.0000000;112660.0000000;112730.0000000;2418
SPFB.RTS-12.18;1;23.11.2018;10:04:00;112720.0000000;112790.0000000;112720.0000000;112740.0000000;803
SPFB.RTS-12.18;1;23.11.2018;10:05:00;112730.0000000;112760.0000000;112710.0000000;112740.0000000;643
SPFB.RTS-12.18;1;23.11.2018;10:06:00;112720.0000000;112830.0000000;112720.0000000;112820.0000000;1214
SPFB.RTS-12.18;1;23.11.2018;10:07:00;112820.0000000;112820.0000000;112750.0000000;112760.0000000;889
SPFB.RTS-12.18;1;23.11.2018;10:08:00;112760.0000000;112810.0000000;112740.0000000;112780.0000000;530
SPFB.RTS-12.18;1;23.11.2018;10:09:00;112790.0000000;112820.0000000;112780.0000000;112810.0000000;391
SPFB.RTS-12.18;1;23.11.2018;10:10:00;112820.0000000;112830.0000000;112800.0000000;112810.0000000;519
SPFB.RTS-12.18;1;23.11.2018;10:11:00;112810.0000000;112850.0000000;112780.0000000;112820.0000000;857
SPFB.RTS-12.18;1;23.11.2018;10:12:00;112810.0000000;112820.0000000;112770.0000000;112810.0000000;359
SPFB.RTS-12.18;1;23.11.2018;10:13:00;112800.0000000;112810.0000000;112750.0000000;112790.0000000;880
SPFB.RTS-12.18;1;23.11.2018;10:14:00;112780.0000000;112800.0000000;112770.0000000;112790.0000000;439
SPFB.RTS-12.18;1;23.11.2018;10:15:00;112790.0000000;112800.0000000;112770.0000000;112780.0000000;788
SPFB.RTS-12.18;1;23.11.2018;10:16:00;112790.0000000;112800.0000000;112750.0000000;112780.0000000;659
SPFB.RTS-12.18;1;23.11.2018;10:17:00;112770.0000000;112770.0000000;112690.0000000;112710.0000000;994
SPFB.RTS-12.18;1;23.11.2018;10:18:00;112700.0000000;112870.0000000;112690.0000000;112860.0000000;1773
SPFB.RTS-12.18;1;23.11.2018;10:19:00;112850.0000000;112850.0000000;112710.0000000;112740.0000000;719
SPFB.RTS-12.18;1;23.11.2018;10:20:00;112730.0000000;112770.0000000;112700.0000000;112740.0000000;514
SPFB.RTS-12.18;1;23.11.2018;10:21:00;112750.0000000;112750.0000000;112570.0000000;112610.0000000;2177
SPFB.RTS-12.18;1;23.11.2018;10:22:00;112600.0000000;112650.0000000;112540.0000000;112590.0000000;1099
SPFB.RTS-12.18;1;23.11.2018;10:23:00;112590.0000000;112600.0000000;112570.0000000;112600.0000000;343
SPFB.RTS-12.18;1;23.11.2018;10:24:00;112600.0000000;112640.0000000;112590.0000000;112630.0000000;444
SPFB.RTS-12.18;1;23.11.2018;10:25:00;112640.0000000;112650.0000000;112610.0000000;112640.0000000;332
SPFB.RTS-12.18;1;23.11.2018;10:26:00;112640.0000000;112650.0000000;112580.0000000;112590.0000000;553
SPFB.RTS-12.18;1;23.11.2018;10:27:00;112590.0000000;112590.0000000;112480.0000000;112540.0000000;1829
SPFB.RTS-12.18;1;23.11.2018;10:28:00;112540.0000000;112560.0000000;112510.0000000;112550.0000000;650
SPFB.RTS-12.18;1;23.11.2018;10:29:00;112550.0000000;112610.0000000;112530.0000000;112600.0000000;590
SPFB.RTS-12.18;1;23.11.2018;10:30:00;112600.0000000;112610.0000000;112500.0000000;112530.0000000;615
SPFB.RTS-12.18;1;23.11.2018;10:31:00;112530.0000000;112540.0000000;112440.0000000;112470.0000000;1489
SPFB.RTS-12.18;1;23.11.2018;10:32:00;112470.0000000;112560.0000000;112470.0000000;112510.0000000;828
SPFB.RTS-12.18;1;23.11.2018;10:33:00;112520.0000000;112550.0000000;112500.0000000;112540.0000000;249
SPFB.RTS-12.18;1;23.11.2018;10:34:00;112540.0000000;112550.0000000;112520.0000000;112540.0000000;323
SPFB.RTS-12.18;1;23.11.2018;10:35:00;112540.0000000;112600.0000000;112540.0000000;112590.0000000;642
SPFB.RTS-12.18;1;23.11.2018;10:36:00;112590.0000000;112610.0000000;112570.0000000;112590.0000000;460
SPFB.RTS-12.18;1;23.11.2018;10:37:00;112590.0000000;112590.0000000;112520.0000000;112560.0000000;391
SPFB.RTS-12.18;1;23.11.2018;10:38:00;112550.0000000;112580.0000000;112540.0000000;112540.0000000;271
SPFB.RTS-12.18;1;23.11.2018;10:39:00;112550.0000000;112640.0000000;112540.0000000;112630.0000000;672
SPFB.RTS-12.18;1;23.11.2018;10:40:00;112630.0000000;112640.0000000;112600.0000000;112630.0000000;284
SPFB.RTS-12.18;1;23.11.2018;10:41:00;112630.0000000;112660.0000000;112600.0000000;112620.0000000;493
SPFB.RTS-12.18;1;23.11.2018;10:42:00;112620.0000000;112620.0000000;112550.0000000;112570.0000000;354
SPFB.RTS-12.18;1;23.11.2018;10:43:00;112560.0000000;112610.0000000;112540.0000000;112610.0000000;271
SPFB.RTS-12.18;1;23.11.2018;10:44:00;112610.0000000;112630.0000000;112580.0000000;112600.0000000;175
SPFB.RTS-12.18;1;23.11.2018;10:45:00;112600.0000000;112630.0000000;112570.0000000;112610.0000000;409
SPFB.RTS-12.18;1;23.11.2018;10:46:00;112600.0000000;112610.0000000;112580.0000000;112590.0000000;240
SPFB.RTS-12.18;1;23.11.2018;10:47:00;112590.0000000;112620.0000000;112570.0000000;112620.0000000;503
SPFB.RTS-12.18;1;23.11.2018;10:48:00;112620.0000000;112650.0000000;112620.0000000;112640.0000000;423
SPFB.RTS-12.18;1;23.11.2018;10:49:00;112630.0000000;112720.0000000;112630.0000000;112670.0000000;1166
SPFB.RTS-12.18;1;23.11.2018;10:50:00;112650.0000000;112700.0000000;112640.0000000;112700.0000000;218
SPFB.RTS-12.18;1;23.11.2018;10:51:00;112700.0000000;112710.0000000;112640.0000000;112690.0000000;424
SPFB.RTS-12.18;1;23.11.2018;10:52:00;112690.0000000;112750.0000000;112690.0000000;112750.0000000;666
SPFB.RTS-12.18;1;23.11.2018;10:53:00;112750.0000000;112770.0000000;112730.0000000;112770.0000000;384
SPFB.RTS-12.18;1;23.11.2018;10:54:00;112770.0000000;112820.0000000;112760.0000000;112780.0000000;1114
SPFB.RTS-12.18;1;23.11.2018;10:55:00;112780.0000000;112840.0000000;112750.0000000;112810.0000000;802
SPFB.RTS-12.18;1;23.11.2018;10:56:00;112810.0000000;112810.0000000;112750.0000000;112780.0000000;324
SPFB.RTS-12.18;1;23.11.2018;10:57:00;112780.0000000;112790.0000000;112760.0000000;112770.0000000;170
SPFB.RTS-12.18;1;23.11.2018;10:58:00;112780.0000000;112820.0000000;112760.0000000;112820.0000000;207
SPFB.RTS-12.18;1;23.11.2018;10:59:00;112800.0000000;112810.0000000;112720.0000000;112780.0000000;1090
SPFB.RTS-12.18;1;23.11.2018;11:00:00;112770.0000000;112780.0000000;112730.0000000;112770.0000000;446
SPFB.RTS-12.18;1;23.11.2018;11:01:00;112770.0000000;112810.0000000;112730.0000000;112740.0000000;864
SPFB.RTS-12.18;1;23.11.2018;11:02:00;112740.0000000;112790.0000000;112730.0000000;112760.0000000;331
SPFB.RTS-12.18;1;23.11.2018;11:03:00;112750.0000000;112760.0000000;112680.0000000;112730.0000000;807
SPFB.RTS-12.18;1;23.11.2018;11:04:00;112740.0000000;112750.0000000;112690.0000000;112730.0000000;217
SPFB.RTS-12.18;1;23.11.2018;11:05:00;112730.0000000;112730.0000000;112680.0000000;112680.0000000;204
SPFB.RTS-12.18;1;23.11.2018;11:06:00;112690.0000000;112700.0000000;112540.0000000;112610.0000000;1723
SPFB.RTS-12.18;1;23.11.2018;11:07:00;112600.0000000;112650.0000000;112570.0000000;112610.0000000;647
SPFB.RTS-12.18;1;23.11.2018;11:08:00;112600.0000000;112650.0000000;112580.0000000;112610.0000000;203
SPFB.RTS-12.18;1;23.11.2018;11:09:00;112590.0000000;112640.0000000;112550.0000000;112630.0000000;568
SPFB.RTS-12.18;1;23.11.2018;11:10:00;112640.0000000;112640.0000000;112550.0000000;112590.0000000;543
SPFB.RTS-12.18;1;23.11.2018;11:11:00;112600.0000000;112630.0000000;112540.0000000;112550.0000000;303
SPFB.RTS-12.18;1;23.11.2018;11:12:00;112560.0000000;112560.0000000;112480.0000000;112520.0000000;1350
SPFB.RTS-12.18;1;23.11.2018;11:13:00;112520.0000000;112600.0000000;112520.0000000;112560.0000000;263
SPFB.RTS-12.18;1;23.11.2018;11:14:00;112570.0000000;112640.0000000;112570.0000000;112630.0000000;399
SPFB.RTS-12.18;1;23.11.2018;11:15:00;112620.0000000;112690.0000000;112600.0000000;112690.0000000;529
SPFB.RTS-12.18;1;23.11.2018;11:16:00;112700.0000000;112700.0000000;112590.0000000;112660.0000000;636
SPFB.RTS-12.18;1;23.11.2018;11:17:00;112670.0000000;112700.0000000;112630.0000000;112700.0000000;687
SPFB.RTS-12.18;1;23.11.2018;11:18:00;112690.0000000;112770.0000000;112690.0000000;112720.0000000;518
SPFB.RTS-12.18;1;23.11.2018;11:19:00;112720.0000000;112760.0000000;112670.0000000;112750.0000000;812
SPFB.RTS-12.18;1;23.11.2018;11:20:00;112760.0000000;112790.0000000;112720.0000000;112770.0000000;466
SPFB.RTS-12.18;1;23.11.2018;11:21:00;112780.0000000;112880.0000000;112730.0000000;112810.0000000;1618
SPFB.RTS-12.18;1;23.11.2018;11:22:00;112810.0000000;112890.0000000;112810.0000000;112850.0000000;830
SPFB.RTS-12.18;1;23.11.2018;11:23:00;112850.0000000;112850.0000000;112790.0000000;112790.0000000;678
SPFB.RTS-12.18;1;23.11.2018;11:24:00;112790.0000000;112800.0000000;112720.0000000;112720.0000000;499
SPFB.RTS-12.18;1;23.11.2018;11:25:00;112720.0000000;112750.0000000;112670.0000000;112730.0000000;812
SPFB.RTS-12.18;1;23.11.2018;11:26:00;112730.0000000;112740.0000000;112620.0000000;112620.0000000;752
SPFB.RTS-12.18;1;23.11.2018;11:27:00;112630.0000000;112740.0000000;112620.0000000;112690.0000000;727
SPFB.RTS-12.18;1;23.11.2018;11:28:00;112680.0000000;112730.0000000;112650.0000000;112710.0000000;271
SPFB.RTS-12.18;1;23.11.2018;11:29:00;112710.0000000;112850.0000000;112710.0000000;112810.0000000;720
SPFB.RTS-12.18;1;23.11.2018;11:30:00;112810.0000000;112900.0000000;112810.0000000;112880.0000000;865
SPFB.RTS-12.18;1;23.11.2018;11:31:00;112890.0000000;112890.0000000;112690.0000000;112710.0000000;1206
SPFB.RTS-12.18;1;23.11.2018;11:32:00;112710.0000000;112760.0000000;112640.0000000;112670.0000000;736
SPFB.RTS-12.18;1;23.11.2018;11:33:00;112660.0000000;112690.0000000;112630.0000000;112670.0000000;491
SPFB.RTS-12.18;1;23.11.2018;11:34:00;112660.0000000;112690.0000000;112620.0000000;112640.0000000;365
SPFB.RTS-12.18;1;23.11.2018;11:35:00;112630.0000000;112650.0000000;112570.0000000;112650.0000000;737
SPFB.RTS-12.18;1;23.11.2018;11:36:00;112650.0000000;112650.0000000;112530.0000000;112570.0000000;1178
SPFB.RTS-12.18;1;23.11.2018;11:37:00;112560.0000000;112650.0000000;112550.0000000;112640.0000000;527
SPFB.RTS-12.18;1;23.11.2018;11:38:00;112640.0000000;112640.0000000;112540.0000000;112560.0000000;334
SPFB.RTS-12.18;1;23.11.2018;11:39:00;112560.0000000;112650.0000000;112500.0000000;112610.0000000;934
SPFB.RTS-12.18;1;23.11.2018;11:40:00;112590.0000000;112600.0000000;112540.0000000;112560.0000000;409
SPFB.RTS-12.18;1;23.11.2018;11:41:00;112550.0000000;112660.0000000;112550.0000000;112650.0000000;541
SPFB.RTS-12.18;1;23.11.2018;11:42:00;112660.0000000;112760.0000000;112620.0000000;112690.0000000;1035
SPFB.RTS-12.18;1;23.11.2018;11:43:00;112700.0000000;112720.0000000;112640.0000000;112700.0000000;316
SPFB.RTS-12.18;1;23.11.2018;11:44:00;112700.0000000;112780.0000000;112700.0000000;112760.0000000;458
SPFB.RTS-12.18;1;23.11.2018;11:45:00;112750.0000000;112780.0000000;112710.0000000;112730.0000000;396
SPFB.RTS-12.18;1;23.11.2018;11:46:00;112720.0000000;112760.0000000;112690.0000000;112690.0000000;354
SPFB.RTS-12.18;1;23.11.2018;11:47:00;112700.0000000;112730.0000000;112670.0000000;112720.0000000;283
SPFB.RTS-12.18;1;23.11.2018;11:48:00;112720.0000000;112730.0000000;112690.0000000;112690.0000000;129
SPFB.RTS-12.18;1;23.11.2018;11:49:00;112700.0000000;112710.0000000;112680.0000000;112680.0000000;214
SPFB.RTS-12.18;1;23.11.2018;11:50:00;112680.0000000;112710.0000000;112650.0000000;112650.0000000;213
SPFB.RTS-12.18;1;23.11.2018;11:51:00;112650.0000000;112710.0000000;112650.0000000;112690.0000000;204
SPFB.RTS-12.18;1;23.11.2018;11:52:00;112680.0000000;112760.0000000;112680.0000000;112730.0000000;447
SPFB.RTS-12.18;1;23.11.2018;11:53:00;112740.0000000;112750.0000000;112690.0000000;112690.0000000;147
SPFB.RTS-12.18;1;23.11.2018;11:54:00;112680.0000000;112700.0000000;112610.0000000;112650.0000000;637
SPFB.RTS-12.18;1;23.11.2018;11:55:00;112660.0000000;112660.0000000;112620.0000000;112630.0000000;108
SPFB.RTS-12.18;1;23.11.2018;11:56:00;112610.0000000;112640.0000000;112590.0000000;112630.0000000;187
SPFB.RTS-12.18;1;23.11.2018;11:57:00;112640.0000000;112650.0000000;112590.0000000;112620.0000000;140
SPFB.RTS-12.18;1;23.11.2018;11:58:00;112630.0000000;112650.0000000;112610.0000000;112650.0000000;104
SPFB.RTS-12.18;1;23.11.2018;11:59:00;112650.0000000;112690.0000000;112640.0000000;112690.0000000;172
SPFB.RTS-12.18;1;23.11.2018;12:00:00;112670.0000000;112710.0000000;112630.0000000;112640.0000000;410
SPFB.RTS-12.18;1;23.11.2018;12:01:00;112640.0000000;112640.0000000;112570.0000000;112610.0000000;702
SPFB.RTS-12.18;1;23.11.2018;12:02:00;112620.0000000;112650.0000000;112600.0000000;112620.0000000;261
SPFB.RTS-12.18;1;23.11.2018;12:03:00;112640.0000000;112700.0000000;112620.0000000;112700.0000000;340
SPFB.RTS-12.18;1;23.11.2018;12:04:00;112680.0000000;112700.0000000;112650.0000000;112680.0000000;182
SPFB.RTS-12.18;1;23.11.2018;12:05:00;112690.0000000;112720.0000000;112670.0000000;112710.0000000;202
SPFB.RTS-12.18;1;23.11.2018;12:06:00;112690.0000000;112690.0000000;112650.0000000;112670.0000000;80
SPFB.RTS-12.18;1;23.11.2018;12:07:00;112680.0000000;112680.0000000;112620.0000000;112620.0000000;112
SPFB.RTS-12.18;1;23.11.2018;12:08:00;112620.0000000;112640.0000000;112590.0000000;112610.0000000;344
SPFB.RTS-12.18;1;23.11.2018;12:09:00;112610.0000000;112650.0000000;112580.0000000;112650.0000000;273
SPFB.RTS-12.18;1;23.11.2018;12:10:00;112640.0000000;112650.0000000;112630.0000000;112640.0000000;22
SPFB.RTS-12.18;1;23.11.2018;12:11:00;112630.0000000;112660.0000000;112620.0000000;112660.0000000;250
